height=cm
volume=l

0	0
0.1	21
1	43
2	76
3	113
4	156
5	202
6	251
7	304
8	359
9	417
10	478
11	541
12	607
13	675
14	745
15	817
16	892
17	968
18	1046
19	1125
20	1207
21	1290
22	1375
23	1461
24	1549
25	1639
26	1730
27	1822
28	1915
29	2010
30	2107
31	2204
32	2303
33	2403
34	2505
35	2607
36	2710
37	2814
38	2920
39	3026
40	3133
41	3242
42	3351
43	3461
44	3573
45	3685
46	3798
47	3911
48	4026
49	4143
50	4259
51	4376
52	4493
53	4612
54	4731
55	4851
56	4972
57	5093
58	5215
59	5338
60	5461
61	5585
62	5710
63	5835
64	5961
65	6087
66	6214
67	6342
68	6470
69	6598
70	6727
71	6856
72	6986
73	7117
74	7248
75	7380
76	7512
77	7644
78	7777
79	7910
80	8043
81	8177
82	8311
83	8446
84	8580
85	8716
86	8851
87	8988
88	9124
89	9261
90	9398
91	9535
92	9672
93	9810
94	9948
95	10086
96	10224
97	10362
98	10502
99	10641
100	10780
101	10919
102	11059
103	11198
104	11338
105	11478
106	11618
107	11758
108	11898
109	12038
110	12179
111	12319
112	12459
113	12600
114	12740
115	12880
116	13020
117	13161
118	13301
119	13441
120	13582
121	13723
122	13863
123	14003
124	14143
125	14283
126	14423
127	14563
128	14702
129	14842
130	14981
131	15121
132	15260
133	15400
134	15538
135	15677
136	15815
137	15953
138	16091
139	16229
140	16367
141	16504
142	16641
143	16778
144	16915
145	17052
146	17188
147	17324
148	17459
149	17594
150	17729
151	17863
152	17997
153	18131
154	18264
155	18397
156	18530
157	18662
158	18794
159	18925
160	19055
161	19185
162	19315
163	19444
164	19572
165	19700
166	19828
167	19955
168	20081
169	20208
170	20333
171	20457
172	20581
173	20704
174	20827
175	20949
176	21070
177	21191
178	21311
179	21430
180	21548
181	21666
182	21784
183	21900
184	22015
185	22130
186	22243
187	22356
188	22468
189	22579
190	22689
191	22798
192	22906
193	23013
194	23119
195	23224
196	23328
197	23432
198	23534
199	23634
200	23734
201	23832
202	23928
203	24024
204	24118
205	24211
206	24303
207	24393
208	24482
209	24569
210	24655
211	24739
212	24822
213	24903
214	24983
215	25061
216	25137
217	25211
218	25283
219	25352
220	25420
221	25486
222	25549
223	25610
224	25668
225	25722
226	25774
