height=cm
volume=l

0	0
0.1	30
1	52
2	84
3	121
4	163
5	209
6	258
7	311
8	366
9	424
10	485
11	548
12	614
13	682
14	752
15	825
16	899
17	975
18	1053
19	1132
20	1213
21	1296
22	1381
23	1467
24	1555
25	1644
26	1734
27	1826
28	1920
29	2014
30	2110
31	2207
32	2307
33	2406
34	2507
35	2609
36	2712
37	2816
38	2921
39	3028
40	3135
41	3243
42	3353
43	3463
44	3574
45	3686
46	3800
47	3914
48	4028
49	4144
50	4260
51	4377
52	4495
53	4613
54	4733
55	4853
56	4973
57	5095
58	5217
59	5340
60	5463
61	5587
62	5712
63	5837
64	5963
65	6089
66	6216
67	6343
68	6471
69	6599
70	6728
71	6859
72	6989
73	7119
74	7250
75	7381
76	7513
77	7645
78	7777
79	7910
80	8044
81	8178
82	8313
83	8448
84	8582
85	8718
86	8853
87	8989
88	9126
89	9262
90	9399
91	9536
92	9674
93	9812
94	9950
95	10088
96	10227
97	10365
98	10504
99	10642
100	10782
101	10921
102	11060
103	11199
104	11340
105	11480
106	11619
107	11759
108	11899
109	12039
110	12179
111	12320
112	12460
113	12600
114	12741
115	12882
116	13022
117	13162
118	13302
119	13443
120	13583
121	13723
122	13863
123	14004
124	14144
125	14285
126	14425
127	14565
128	14704
129	14844
130	14984
131	15123
132	15263
133	15402
134	15541
135	15680
136	15820
137	15958
138	16097
139	16235
140	16373
141	16511
142	16649
143	16786
144	16923
145	17060
146	17197
147	17334
148	17470
149	17605
150	17741
151	17876
152	18010
153	18144
154	18278
155	18411
156	18544
157	18677
158	18810
159	18942
160	19073
161	19203
162	19334
163	19463
164	19592
165	19721
166	19849
167	19977
168	20103
169	20231
170	20357
171	20482
172	20606
173	20730
174	20853
175	20976
176	21098
177	21219
178	21340
179	21459
180	21578
181	21698
182	21815
183	21932
184	22048
185	22163
186	22277
187	22390
188	22502
189	22614
190	22724
191	22834
192	22942
193	23050
194	23156
195	23263
196	23367
197	23470
198	23572
199	23673
200	23773
201	23871
202	23968
203	24064
204	24159
205	24253
206	24345
207	24435
208	24525
209	24613
210	24700
211	24785
212	24868
213	24950
214	25030
215	25108
216	25185
217	25259
218	25332
219	25402
220	25470
221	25536
222	25599
223	25660
224	25718
225	25774
226	25826
227	25876
