height = cm
volume = l

0	0
1	2
2	9
3	19
4	36
5	59
6	87
7	120
8	158
9	199
10	243
11	290
12	340
13	393
14	448
15	507
16	566
17	629
18	693
19	759
20	828
21	899
22	971
23	1045
24	1121
25	1199
26	1277
27	1358
28	1441
29	1525
30	1610
31	1696
32	1785
33	1875
34	1965
35	2058
36	2151
37	2246
38	2342
39	2439
40	2537
41	2637
42	2737
43	2838
44	2940
45	3045
46	3149
47	3255
48	3361
49	3468
50	3577
51	3686
52	3796
53	3907
54	4019
55	4131
56	4245
57	4359
58	4473
59	4589
60	4705
61	4823
62	4940
63	5058
64	5177
65	5297
66	5416
67	5538
68	5658
69	5781
70	5903
71	6025
72	6149
73	6272
74	6397
75	6521
76	6646
77	6772
78	6898
79	7025
80	7151
81	7277
82	7405
83	7532
84	7661
85	7789
86	7918
87	8046
88	8174
89	8304
90	8433
91	8563
92	8692
93	8822
94	8952
95	9082
96	9213
97	9343
98	9474
99	9604
100	9734
101	9866
102	9996
103	10127
104	10258
105	10389
106	10519
107	10649
108	10780
109	10910
110	11041
111	11171
112	11301
113	11432
114	11561
115	11691
116	11820
117	11950
118	12079
119	12207
120	12337
121	12465
122	12593
123	12721
124	12848
125	12976
126	13102
127	13229
128	13355
129	13482
130	13607
131	13731
132	13856
133	13980
134	14105
135	14227
136	14350
137	14472
138	14594
139	14715
140	14836
141	14955
142	15075
143	15194
144	15312
145	15430
146	15546
147	15663
148	15778
149	15892
150	16007
151	16120
152	16232
153	16344
154	16455
155	16565
156	16674
157	16782
158	16889
159	16996
160	17101
161	17206
162	17309
163	17411
164	17513
165	17613
166	17712
167	17810
168	17907
169	18003
170	18097
171	18191
172	18283
173	18373
174	18463
175	18550
176	18636
177	18721
178	18805
179	18887
180	18967
181	19046
182	19123
183	19198
184	19272
185	19343
186	19414
187	19481
188	19547
189	19610
190	19671
191	19731
192	19787
193	19840
194	19891
