height=cm
volume=l

0		0
0.1		2
1		10
2		27
3		50
4		77
5		108
6		142
7		179
8		219
9		261
10		305
11		351
12		400
13		450
14		502
15		556
16		611
17		668
18		726
19		786
20		847
21		910
22		974
23		1039
24		1106
25		1174
26		1243
27		1313
28		1384
29		1457
30		1530
31		1605
32		1680
33		1757
34		1834
35		1913
36		1993
37		2073
38		2155
39		2237
40		2321
41		2405
42		2490
43		2576
44		2663
45		2751
46		2839
47		2929
48		3019
49		3110
50		3202
51		3294
52		3388
53		3482
54		3576
55		3672
56		3768
57		3865
58		3962
59		4060
60		4159
61		4259
62		4359
63		4459
64		4561
65		4663
66		4765
67		4868
68		4972
69		5076
70		5181
71		5286
72		5392
73		5499
74		5606
75		5713
76		5821
77		5930
78		6039
79		6148
80		6258
81		6368
82		6479
83		6591
84		6703
85		6815
86		6928
87		7041
88		7154
89		7268
90		7383
91		7497
92		7613
93		7728
94		7844
95		7960
96		8077
97		8194
98		8311
99		8429
100		8547
101		8665
102		8784
103		8902
104		9022
105		9141
106		9261
107		9381
108		9501
109		9622
110		9742
111		9863
112		9985
113		10106
114		10228
115		10350
116		10472
117		10594
118		10716
119		10839
120		10962
121		11085
122		11208
123		11331
124		11454
125		11578
126		11701
127		11825
128		11949
129		12073
130		12197
131		12321
132		12445
133		12569
134		12694
135		12818
136		12942
137		13067
138		13191
139		13316
140		13440
141		13565
142		13689
143		13814
144		13938
145		14062
146		14187
147		14311
148		14435
149		14560
150		14684
151		14808
152		14932
153		15055
154		15179
155		15303
156		15426
157		15549
158		15672
159		15795
160		15918
161		16041
162		16163
163		16286
164		16408
165		16530
166		16652
167		16773
168		16895
169		17016
170		17137
171		17257
172		17378
173		17498
174		17618
175		17738
176		17857
177		17976
178		18095
179		18214
180		18332
181		18450
182		18567
183		18685
184		18802
185		18918
186		19035
187		19151
188		19266
189		19382
190		19497
191		19611
192		19725
193		19839
194		19953
195		20066
196		20178
197		20290
198		20402
199		20514
200		20624
201		20735
202		20845
203		20954
204		21063
205		21172
206		21280
207		21388
208		21495
209		21601
210		21707
211		21813
212		21918
213		22022
214		22126
215		22229
216		22332
217		22434
218		22535
219		22636
220		22736
221		22836
222		22934
223		23033
224		23130
225		23227
226		23323
227		23419
228		23514
229		23608
230		23701
231		23794
232		23885
233		23976
234		24067
235		24156
236		24245
237		24333
238		24420
239		24506
240		24592
241		24676
242		24760
243		24842
244		24924
245		25005
246		25085
247		25164
248		25242
249		25319
250		25395
251		25470
252		25544
253		25617
254		25688
255		25759
256		25828
257		25896
258		25963
259		26029
260		26093
261		26156
262		26218
263		26278
264		26337
265		26394
266		26450
267		26504
268		26556
269		26607
270		26656
271		26703
272		26748
273		26791
274		26832
275		26871
276		26908
277		26941
278		26972
279		26999
280		27022
281		27040
282		27053
