height=cm
volume=l

0		0
0.1		23
1		41
2		68
3		100
4		135
5		173
6		214
7		257
8		302
9		349
10		398
11		450
12		503
13		558
14		614
15		672
16		732
17		794
18		857
19		921
20		987
21		1054
22		1122
23		1192
24		1262
25		1334
26		1407
27		1481
28		1557
29		1633
30		1711
31		1789
32		1869
33		1949
34		2031
35		2113
36		2196
37		2281
38		2366
39		2452
40		2539
41		2627
42		2715
43		2805
44		2895
45		2986
46		3078
47		3171
48		3264
49		3359
50		3453
51		3549
52		3646
53		3743
54		3840
55		3939
56		4038
57		4138
58		4238
59		4339
60		4441
61		4543
62		4646
63		4750
64		4854
65		4959
66		5064
67		5170
68		5276
69		5383
70		5491
71		5599
72		5708
73		5817
74		5927
75		6037
76		6148
77		6259
78		6370
79		6483
80		6595
81		6708
82		6822
83		6936
84		7050
85		7165
86		7280
87		7395
88		7511
89		7627
90		7744
91		7861
92		7978
93		8096
94		8214
95		8332
96		8451
97		8570
98		8689
99		8808
100		8928
101		9048
102		9169
103		9289
104		9410
105		9531
106		9652
107		9774
108		9896
109		10018
110		10140
111		10263
112		10386
113		10508
114		10632
115		10755
116		10878
117		11002
118		11126
119		11250
120		11374
121		11498
122		11623
123		11747
124		11872
125		11997
126		12122
127		12247
128		12372
129		12497
130		12622
131		12747
132		12873
133		12998
134		13123
135		13249
136		13374
137		13499
138		13625
139		13750
140		13875
141		14001
142		14126
143		14251
144		14376
145		14501
146		14626
147		14750
148		14875
149		14999
150		15124
151		15248
152		15372
153		15495
154		15619
155		15743
156		15866
157		15989
158		16112
159		16235
160		16357
161		16480
162		16602
163		16724
164		16845
165		16967
166		17088
167		17209
168		17330
169		17450
170		17571
171		17690
172		17810
173		17929
174		18048
175		18167
176		18285
177		18403
178		18521
179		18638
180		18755
181		18872
182		18988
183		19104
184		19219
185		19334
186		19448
187		19563
188		19676
189		19789
190		19902
191		20015
192		20127
193		20238
194		20349
195		20459
196		20569
197		20679
198		20788
199		20897
200		21005
201		21112
202		21219
203		21325
204		21431
205		21537
206		21641
207		21746
208		21849
209		21952
210		22055
211		22156
212		22257
213		22358
214		22458
215		22557
216		22656
217		22753
218		22851
219		22947
220		23043
221		23138
222		23232
223		23326
224		23418
225		23510
226		23602
227		23692
228		23782
229		23871
230		23958
231		24046
232		24132
233		24217
234		24301
235		24385
236		24467
237		24549
238		24630
239		24709
240		24788
241		24865
242		24942
243		25017
244		25091
245		25164
246		25236
247		25306
248		25376
249		25444
250		25510
251		25576
252		25639
253		25702
254		25763
255		25822
256		25880
257		25936
258		25991
259		26044
260		26094
261		26143
262		26188
263		26231
264		26271
265		26307
266		26340
267		26370
268		26396
269		26417
