height=cm
volume=l

0		0
0.1		6
1		13
2		25
3		43
4		66
5		97
6		132
7		173
8		217
9		265
10		317
11		371
12		428
13		488
14		551
15		615
16		682
17		752
18		823
19		896
20		971
21		1049
22		1127
23		1208
24		1290
25		1374
26		1460
27		1547
28		1635
29		1725
30		1816
31		1909
32		2003
33		2098
34		2194
35		2292
36		2391
37		2491
38		2593
39		2695
40		2799
41		2903
42		3009
43		3116
44		3224
45		3332
46		3442
47		3553
48		3664
49		3777
50		3890
51		4004
52		4119
53		4235
54		4351
55		4468
56		4586
57		4705
58		4824
59		4945
60		5065
61		5187
62		5309
63		5432
64		5555
65		5679
66		5804
67		5929
68		6054
69		6181
70		6307
71		6435
72		6563
73		6691
74		6820
75		6949
76		7078
77		7209
78		7339
79		7470
80		7601
81		7733
82		7865
83		7998
84		8130
85		8263
86		8397
87		8531
88		8665
89		8799
90		8934
91		9069
92		9204
93		9340
94		9476
95		9612
96		9748
97		9885
98		10021
99		10158
100		10296
101		10433
102		10571
103		10709
104		10847
105		10985
106		11123
107		11262
108		11400
109		11539
110		11678
111		11816
112		11955
113		12094
114		12233
115		12372
116		12512
117		12651
118		12790
119		12929
120		13068
121		13207
122		13346
123		13485
124		13624
125		13762
126		13901
127		14040
128		14178
129		14317
130		14455
131		14593
132		14731
133		14869
134		15006
135		15144
136		15281
137		15418
138		15555
139		15692
140		15829
141		15965
142		16101
143		16237
144		16373
145		16509
146		16644
147		16779
148		16914
149		17048
150		17183
151		17317
152		17450
153		17584
154		17717
155		17850
156		17982
157		18114
158		18246
159		18377
160		18508
161		18638
162		18768
163		18898
164		19027
165		19156
166		19284
167		19412
168		19540
169		19667
170		19793
171		19919
172		20044
173		20169
174		20293
175		20417
176		20540
177		20662
178		20784
179		20905
180		21025
181		21145
182		21263
183		21382
184		21499
185		21616
186		21732
187		21847
188		21961
189		22075
190		22187
191		22299
192		22410
193		22520
194		22629
195		22737
196		22844
197		22950
198		23055
199		23159
200		23262
201		23364
202		23465
203		23564
204		23663
205		23760
206		23856
207		23951
208		24044
209		24136
210		24227
211		24316
212		24404
213		24490
214		24575
215		24659
216		24740
217		24820
218		24898
219		24974
220		25049
221		25121
222		25191
223		25260
224		25325
225		25389
226		25450
227		25508
228		25563
229		25615
230		25663
231		25708
232		25749
233		25783
234		25812
235		25835
236		25853
237		25865
238		25870
239		25871
